praxis | 2026-08-10T10:36:52-0600 | tool=unknown
praxis | 2026-08-10T11:23:48-0600 | tool=unknown
praxis | 2026-08-10T11:23:56-0600 | tool=unknown
praxis | 2026-08-10T11:24:06-0600 | tool=unknown
praxis | 2026-08-10T11:25:35-0600 | tool=unknown
praxis | 2026-08-10T11:25:51-0600 | tool=unknown
praxis | 2026-08-10T11:27:13-0600 | tool=unknown
praxis | 2026-08-10T11:27:27-0600 | tool=unknown
praxis | 2026-08-10T11:27:35-0600 | tool=unknown
praxis | 2026-08-10T11:27:43-0600 | tool=unknown
praxis | 2026-08-10T11:28:08-0600 | tool=unknown
praxis | 2026-08-10T11:28:40-0600 | tool=unknown
praxis | 2026-08-10T11:28:49-0600 | tool=unknown
praxis | 2026-08-10T11:28:56-0600 | tool=unknown
praxis | 2026-08-10T11:29:03-0600 | tool=unknown
praxis | 2026-08-10T11:29:07-0600 | tool=unknown
praxis | 2026-08-10T11:29:15-0600 | tool=unknown
praxis | 2026-08-10T11:29:42-0600 | tool=unknown
praxis | 2026-08-10T11:30:31-0600 | tool=unknown
praxis | 2026-08-10T11:30:59-0600 | tool=unknown
praxis | 2026-08-10T11:31:38-0600 | tool=unknown
praxis | 2026-08-10T11:31:44-0600 | tool=unknown
praxis | 2026-08-10T11:31:50-0600 | tool=unknown
praxis | 2026-08-10T11:32:07-0600 | tool=unknown
praxis | 2026-08-10T11:32:15-0600 | tool=unknown
praxis | 2026-08-10T11:33:30-0600 | tool=unknown
praxis | 2026-08-10T11:33:36-0600 | tool=unknown
praxis | 2026-08-10T11:33:51-0600 | tool=unknown
praxis | 2026-08-10T11:33:59-0600 | tool=unknown
praxis | 2026-08-10T11:34:10-0600 | tool=unknown
praxis | 2026-08-10T11:34:16-0600 | tool=unknown
praxis | 2026-08-10T11:34:22-0600 | tool=unknown
praxis | 2026-08-10T11:34:29-0600 | tool=unknown
praxis | 2026-08-10T11:34:35-0600 | tool=unknown
praxis | 2026-08-10T11:34:45-0600 | tool=unknown
praxis | 2026-08-10T11:34:52-0600 | tool=unknown
praxis | 2026-08-10T11:34:56-0600 | tool=unknown
praxis | 2026-08-10T11:35:05-0600 | tool=unknown
praxis | 2026-08-10T11:35:12-0600 | tool=unknown
praxis | 2026-08-10T11:35:18-0600 | tool=unknown
praxis | 2026-08-10T11:35:28-0600 | tool=unknown
praxis | 2026-08-10T11:35:35-0600 | tool=unknown
praxis | 2026-08-10T11:35:43-0600 | tool=unknown
praxis | 2026-08-10T11:43:03-0600 | tool=unknown
praxis | 2026-08-10T11:43:04-0600 | tool=unknown
praxis | 2026-08-10T11:43:09-0600 | tool=unknown
praxis | 2026-08-10T11:49:32-0600 | tool=unknown
praxis | 2026-08-10T11:49:32-0600 | tool=unknown
praxis | 2026-08-10T11:49:33-0600 | tool=unknown
praxis | 2026-08-10T11:49:38-0600 | tool=unknown
praxis | 2026-08-10T11:49:39-0600 | tool=unknown
praxis | 2026-08-10T11:49:39-0600 | tool=unknown
praxis | 2026-08-10T11:49:45-0600 | tool=unknown
praxis | 2026-08-10T11:49:46-0600 | tool=unknown
praxis | 2026-08-10T11:49:46-0600 | tool=unknown
praxis | 2026-08-10T11:51:53-0600 | tool=unknown
praxis | 2026-08-10T11:52:29-0600 | tool=unknown
praxis | 2026-08-10T11:52:36-0600 | tool=unknown
praxis | 2026-08-10T11:52:55-0600 | tool=unknown
praxis | 2026-08-10T11:53:20-0600 | tool=unknown
praxis | 2026-08-10T11:53:30-0600 | tool=unknown
praxis | 2026-08-10T11:53:41-0600 | tool=unknown
praxis | 2026-08-10T11:53:47-0600 | tool=unknown
praxis | 2026-08-10T11:53:54-0600 | tool=unknown
praxis | 2026-08-10T11:54:01-0600 | tool=unknown
praxis | 2026-08-10T11:54:07-0600 | tool=unknown
praxis | 2026-08-10T11:54:21-0600 | tool=unknown
praxis | 2026-08-10T11:54:31-0600 | tool=unknown
praxis | 2026-08-10T11:54:39-0600 | tool=unknown
praxis | 2026-08-10T11:54:45-0600 | tool=unknown
praxis | 2026-08-10T11:55:10-0600 | tool=unknown
praxis | 2026-08-10T11:55:20-0600 | tool=unknown
praxis | 2026-08-10T11:55:20-0600 | tool=unknown
praxis | 2026-08-10T11:55:28-0600 | tool=unknown
praxis | 2026-08-10T11:55:34-0600 | tool=unknown
praxis | 2026-08-10T11:55:39-0600 | tool=unknown
praxis | 2026-08-10T11:55:43-0600 | tool=unknown
praxis | 2026-08-10T11:55:59-0600 | tool=unknown
praxis | 2026-08-10T11:56:04-0600 | tool=unknown
praxis | 2026-08-10T11:56:12-0600 | tool=unknown
praxis | 2026-08-10T11:56:17-0600 | tool=unknown
praxis | 2026-08-10T11:56:27-0600 | tool=unknown
praxis | 2026-08-10T11:57:11-0600 | tool=unknown
praxis | 2026-08-10T11:57:24-0600 | tool=unknown
praxis | 2026-08-10T11:57:54-0600 | tool=unknown
praxis | 2026-08-10T11:58:00-0600 | tool=unknown
praxis | 2026-08-10T11:58:05-0600 | tool=unknown
praxis | 2026-08-10T11:58:15-0600 | tool=unknown
praxis | 2026-08-10T11:58:21-0600 | tool=unknown
praxis | 2026-08-10T11:58:24-0600 | tool=unknown
praxis | 2026-08-10T11:58:41-0600 | tool=unknown
praxis | 2026-08-10T11:58:46-0600 | tool=unknown
praxis | 2026-08-10T11:59:04-0600 | tool=unknown
praxis | 2026-08-10T11:59:10-0600 | tool=unknown
praxis | 2026-08-10T11:59:17-0600 | tool=unknown
praxis | 2026-08-10T11:59:23-0600 | tool=unknown
praxis | 2026-08-10T11:59:29-0600 | tool=unknown
praxis | 2026-08-10T11:59:33-0600 | tool=unknown
praxis | 2026-08-10T11:59:38-0600 | tool=unknown
praxis | 2026-08-10T11:59:44-0600 | tool=unknown
praxis | 2026-08-10T11:59:51-0600 | tool=unknown
praxis | 2026-08-10T11:59:57-0600 | tool=unknown
praxis | 2026-08-10T12:00:05-0600 | tool=unknown
praxis | 2026-08-10T12:05:48-0600 | tool=unknown
praxis | 2026-08-10T12:05:48-0600 | tool=unknown
praxis | 2026-08-10T12:05:49-0600 | tool=unknown
praxis | 2026-08-10T12:05:54-0600 | tool=unknown
praxis | 2026-08-10T12:07:35-0600 | tool=unknown
praxis | 2026-08-10T12:07:41-0600 | tool=unknown
praxis | 2026-08-10T12:07:57-0600 | tool=unknown
praxis | 2026-08-10T12:08:02-0600 | tool=unknown
praxis | 2026-08-10T12:08:10-0600 | tool=unknown
praxis | 2026-08-10T12:08:24-0600 | tool=unknown
praxis | 2026-08-10T12:08:49-0600 | tool=unknown
praxis | 2026-08-10T12:09:18-0600 | tool=unknown
praxis | 2026-08-10T12:09:27-0600 | tool=unknown
praxis | 2026-08-10T12:09:40-0600 | tool=unknown
praxis | 2026-08-10T12:09:54-0600 | tool=unknown
praxis | 2026-08-10T12:10:01-0600 | tool=unknown
praxis | 2026-08-10T12:10:07-0600 | tool=unknown
praxis | 2026-08-10T12:10:14-0600 | tool=unknown
praxis | 2026-08-10T12:10:22-0600 | tool=unknown
praxis | 2026-08-10T12:10:29-0600 | tool=unknown
praxis | 2026-08-10T12:10:59-0600 | tool=unknown
praxis | 2026-08-10T12:11:04-0600 | tool=unknown
praxis | 2026-08-10T12:11:16-0600 | tool=unknown
praxis | 2026-08-10T12:11:25-0600 | tool=unknown
praxis | 2026-08-10T12:11:30-0600 | tool=unknown
praxis | 2026-08-10T12:11:38-0600 | tool=unknown
praxis | 2026-08-10T12:11:45-0600 | tool=unknown
praxis | 2026-08-10T12:11:58-0600 | tool=unknown
praxis | 2026-08-10T12:12:06-0600 | tool=unknown
praxis | 2026-08-10T12:12:12-0600 | tool=unknown
praxis | 2026-08-10T12:12:19-0600 | tool=unknown
praxis | 2026-08-10T12:17:41-0600 | tool=unknown
praxis | 2026-08-10T12:17:42-0600 | tool=unknown
praxis | 2026-08-10T12:17:58-0600 | tool=unknown
praxis | 2026-08-10T12:18:08-0600 | tool=unknown
praxis | 2026-08-10T12:18:19-0600 | tool=unknown
praxis | 2026-08-10T12:18:33-0600 | tool=unknown
praxis | 2026-08-10T12:18:42-0600 | tool=unknown
praxis | 2026-08-10T12:18:58-0600 | tool=unknown
praxis | 2026-08-10T12:19:06-0600 | tool=unknown
praxis | 2026-08-10T12:19:14-0600 | tool=unknown
praxis | 2026-08-10T13:18:41-0600 | tool=unknown
praxis | 2026-08-10T13:18:42-0600 | tool=unknown
praxis | 2026-08-12T13:21:18-0600 | tool=unknown
praxis | 2026-08-12T13:21:24-0600 | tool=unknown
praxis | 2026-08-12T13:21:24-0600 | tool=unknown
praxis | 2026-08-12T13:21:36-0600 | tool=unknown
praxis | 2026-08-12T13:21:42-0600 | tool=unknown
praxis | 2026-08-12T13:21:42-0600 | tool=unknown
praxis | 2026-08-12T13:21:42-0600 | tool=unknown
praxis | 2026-08-12T13:21:49-0600 | tool=unknown
praxis | 2026-08-12T13:21:52-0600 | tool=unknown
praxis | 2026-08-12T13:30:23-0600 | tool=unknown
praxis | 2026-08-12T13:30:24-0600 | tool=unknown
praxis | 2026-08-12T13:30:24-0600 | tool=unknown
praxis | 2026-08-12T13:30:35-0600 | tool=unknown
praxis | 2026-08-12T13:30:35-0600 | tool=unknown
praxis | 2026-08-12T13:30:39-0600 | tool=unknown
praxis | 2026-08-12T13:30:39-0600 | tool=unknown
praxis | 2026-08-12T13:30:46-0600 | tool=unknown
praxis | 2026-08-12T13:30:46-0600 | tool=unknown
praxis | 2026-08-12T13:30:47-0600 | tool=unknown
praxis | 2026-08-12T13:31:26-0600 | tool=unknown
praxis | 2026-08-12T13:31:32-0600 | tool=unknown
praxis | 2026-08-12T13:32:21-0600 | tool=unknown
praxis | 2026-08-12T13:32:28-0600 | tool=unknown
praxis | 2026-08-12T13:32:31-0600 | tool=unknown
praxis | 2026-08-12T13:32:46-0600 | tool=unknown
praxis | 2026-08-12T13:32:52-0600 | tool=unknown
praxis | 2026-08-12T13:32:57-0600 | tool=unknown
praxis | 2026-08-12T13:33:02-0600 | tool=unknown
praxis | 2026-08-12T13:33:07-0600 | tool=unknown
praxis | 2026-08-12T13:34:21-0600 | tool=unknown
praxis | 2026-08-12T13:34:21-0600 | tool=unknown
praxis | 2026-08-12T13:34:36-0600 | tool=unknown
praxis | 2026-08-12T13:34:51-0600 | tool=unknown
praxis | 2026-08-12T13:37:39-0600 | tool=unknown
praxis | 2026-08-12T13:37:47-0600 | tool=unknown
praxis | 2026-08-12T13:37:58-0600 | tool=unknown
praxis | 2026-08-12T13:44:49-0600 | tool=unknown
praxis | 2026-08-12T13:44:50-0600 | tool=unknown
praxis | 2026-08-12T13:44:50-0600 | tool=unknown
praxis | 2026-08-12T13:45:03-0600 | tool=unknown
praxis | 2026-08-12T13:45:03-0600 | tool=unknown
praxis | 2026-08-12T13:45:08-0600 | tool=unknown
praxis | 2026-08-12T13:45:18-0600 | tool=unknown
praxis | 2026-08-12T13:45:22-0600 | tool=unknown
praxis | 2026-08-12T13:45:27-0600 | tool=unknown
praxis | 2026-08-12T13:45:42-0600 | tool=unknown
praxis | 2026-08-12T13:45:49-0600 | tool=unknown
praxis | 2026-08-12T13:46:07-0600 | tool=unknown
praxis | 2026-08-12T13:46:15-0600 | tool=unknown
praxis | 2026-08-12T13:46:19-0600 | tool=unknown
praxis | 2026-08-12T13:46:20-0600 | tool=unknown
praxis | 2026-08-12T13:46:28-0600 | tool=unknown
praxis | 2026-08-12T13:46:37-0600 | tool=unknown
praxis | 2026-08-12T13:46:57-0600 | tool=unknown
praxis | 2026-08-12T13:47:04-0600 | tool=unknown
praxis | 2026-08-12T13:47:08-0600 | tool=unknown
praxis | 2026-08-12T13:47:13-0600 | tool=unknown
praxis | 2026-08-12T13:47:24-0600 | tool=unknown
praxis | 2026-08-12T13:47:33-0600 | tool=unknown
praxis | 2026-08-12T13:55:42-0600 | tool=unknown
praxis | 2026-08-12T13:55:43-0600 | tool=unknown
praxis | 2026-08-12T13:55:43-0600 | tool=unknown
praxis | 2026-08-12T13:55:52-0600 | tool=unknown
praxis | 2026-08-12T13:56:09-0600 | tool=unknown
praxis | 2026-08-12T13:56:15-0600 | tool=unknown
praxis | 2026-08-12T13:56:29-0600 | tool=unknown
praxis | 2026-08-12T13:56:42-0600 | tool=unknown
praxis | 2026-08-12T13:56:50-0600 | tool=unknown
praxis | 2026-08-12T13:56:57-0600 | tool=unknown
praxis | 2026-08-12T13:57:02-0600 | tool=unknown
praxis | 2026-08-12T14:02:30-0600 | tool=unknown
praxis | 2026-08-12T14:02:30-0600 | tool=unknown
praxis | 2026-08-12T14:02:30-0600 | tool=unknown
praxis | 2026-08-12T14:05:02-0600 | tool=unknown
praxis | 2026-08-12T14:05:03-0600 | tool=unknown
praxis | 2026-08-12T14:05:03-0600 | tool=unknown
praxis | 2026-08-12T14:07:24-0600 | tool=unknown
praxis | 2026-08-12T14:07:29-0600 | tool=unknown
praxis | 2026-08-12T14:07:35-0600 | tool=unknown
praxis | 2026-08-12T14:07:40-0600 | tool=unknown
praxis | 2026-08-12T14:07:45-0600 | tool=unknown
praxis | 2026-08-12T14:07:54-0600 | tool=unknown
praxis | 2026-08-12T14:08:15-0600 | tool=unknown
praxis | 2026-08-12T14:08:23-0600 | tool=unknown
praxis | 2026-08-12T14:08:28-0600 | tool=unknown
praxis | 2026-08-12T14:08:34-0600 | tool=unknown
praxis | 2026-08-12T14:08:48-0600 | tool=unknown
praxis | 2026-08-12T14:08:55-0600 | tool=unknown
praxis | 2026-08-12T14:09:00-0600 | tool=unknown
praxis | 2026-08-12T14:09:07-0600 | tool=unknown
praxis | 2026-08-12T14:09:16-0600 | tool=unknown
praxis | 2026-08-12T14:09:24-0600 | tool=unknown
praxis | 2026-08-12T14:09:29-0600 | tool=unknown
praxis | 2026-08-12T14:09:37-0600 | tool=unknown
praxis | 2026-08-12T14:09:44-0600 | tool=unknown
praxis | 2026-08-12T14:09:49-0600 | tool=unknown
praxis | 2026-08-12T14:09:55-0600 | tool=unknown
praxis | 2026-08-12T14:10:03-0600 | tool=unknown
praxis | 2026-08-12T14:10:09-0600 | tool=unknown
praxis | 2026-08-12T14:10:15-0600 | tool=unknown
praxis | 2026-08-12T14:10:21-0600 | tool=unknown
praxis | 2026-08-12T14:10:39-0600 | tool=unknown
praxis | 2026-08-12T14:10:44-0600 | tool=unknown
praxis | 2026-08-12T14:10:51-0600 | tool=unknown
praxis | 2026-08-12T14:10:56-0600 | tool=unknown
praxis | 2026-08-12T14:28:46-0600 | tool=unknown
praxis | 2026-08-12T14:28:49-0600 | tool=unknown
praxis | 2026-08-12T14:28:50-0600 | tool=unknown
praxis | 2026-08-12T14:31:53-0600 | tool=unknown
praxis | 2026-08-12T14:31:56-0600 | tool=unknown
praxis | 2026-08-12T14:33:33-0600 | tool=unknown
praxis | 2026-08-12T14:33:44-0600 | tool=unknown
praxis | 2026-08-12T14:33:52-0600 | tool=unknown
praxis | 2026-08-12T14:33:58-0600 | tool=unknown
praxis | 2026-08-12T14:34:04-0600 | tool=unknown
praxis | 2026-08-12T14:34:19-0600 | tool=unknown
praxis | 2026-08-12T14:34:28-0600 | tool=unknown
praxis | 2026-08-12T14:34:39-0600 | tool=unknown
praxis | 2026-08-12T14:34:46-0600 | tool=unknown
praxis | 2026-08-12T14:35:02-0600 | tool=unknown
praxis | 2026-08-12T14:35:21-0600 | tool=unknown
praxis | 2026-08-12T14:35:34-0600 | tool=unknown
praxis | 2026-08-12T14:35:40-0600 | tool=unknown
praxis | 2026-08-12T14:35:49-0600 | tool=unknown
praxis | 2026-08-12T14:36:00-0600 | tool=unknown
praxis | 2026-08-12T14:36:06-0600 | tool=unknown
praxis | 2026-08-12T14:36:13-0600 | tool=unknown
praxis | 2026-08-12T14:36:16-0600 | tool=unknown
praxis | 2026-08-12T14:36:20-0600 | tool=unknown
praxis | 2026-08-12T14:36:40-0600 | tool=unknown
praxis | 2026-08-12T14:36:52-0600 | tool=unknown
praxis | 2026-08-12T14:37:13-0600 | tool=unknown
praxis | 2026-08-12T14:37:18-0600 | tool=unknown
praxis | 2026-08-12T14:37:30-0600 | tool=unknown
praxis | 2026-08-12T14:37:37-0600 | tool=unknown
praxis | 2026-08-12T14:37:50-0600 | tool=unknown
praxis | 2026-08-12T14:37:58-0600 | tool=unknown
